author,label,provider,level,mean_yearly_distance,std_yearly_distance,path_length,net_displacement,tortuosity,n_years
DS_LV1_Blogs_LIFESTYLE_01,llm,DS,1,1.0294326543807983,0.1789095103740692,9.264893531799316,1.3703832626342773,6.760804648175199,10
DS_LV1_Blogs_LIFESTYLE_02,llm,DS,1,1.290722370147705,0.11912033706903458,11.616500854492188,1.278014063835144,9.089493756925233,10
DS_LV1_Blogs_LIFESTYLE_03,llm,DS,1,1.1833670139312744,0.1625732034444809,10.65030288696289,1.1655759811401367,9.13737333240604,10
DS_LV1_Blogs_LIFESTYLE_04,llm,DS,1,1.2341943979263306,0.0712578073143959,11.107749938964844,1.3546961545944214,8.199440074656712,10
DS_LV1_Blogs_LIFESTYLE_05,llm,DS,1,1.2272008657455444,0.12463127821683884,11.044807434082031,1.3434284925460815,8.221358632307837,10
DS_LV1_Blogs_LIFESTYLE_06,llm,DS,1,1.301871657371521,0.07880104333162308,11.71684455871582,1.3905221223831177,8.42621945390926,10
DS_LV1_Blogs_LIFESTYLE_07,llm,DS,1,1.3372936248779297,0.08833609521389008,12.035642623901367,1.3849663734436035,8.690205664687543,10
DS_LV1_Blogs_LIFESTYLE_08,llm,DS,1,1.2364931106567383,0.1405261605978012,11.128437995910645,1.317380666732788,8.447397382496952,10
DS_LV1_Blogs_LIFESTYLE_09,llm,DS,1,1.327110767364502,0.03382991999387741,11.94399642944336,1.365925908088684,8.744249127067501,10
DS_LV1_Blogs_LIFESTYLE_10,llm,DS,1,0.9978084564208984,0.11808205395936966,8.980276107788086,1.2278491258621216,7.313827015581151,10
DS_LV1_Blogs_LIFESTYLE_11,llm,DS,1,1.165196418762207,0.13419198989868164,9.321571350097656,1.1880104541778564,7.846371483783365,9
DS_LV1_Blogs_LIFESTYLE_12,llm,DS,1,1.0774034261703491,0.29506030678749084,9.696630477905273,1.1195642948150635,8.661075136829924,10
DS_LV1_Blogs_LIFESTYLE_13,llm,DS,1,1.2950129508972168,0.08494643121957779,11.65511703491211,1.315078616142273,8.862677023143984,10
DS_LV1_Blogs_LIFESTYLE_14,llm,DS,1,1.238777995109558,0.09399069100618362,11.149002075195312,1.2951269149780273,8.608424353056135,10
DS_LV1_Blogs_LIFESTYLE_15,llm,DS,1,1.2296059131622314,0.06882893294095993,11.066452980041504,1.2391016483306885,8.931029181463986,10
DS_LV1_Blogs_LIFESTYLE_16,llm,DS,1,1.263791561126709,0.0828290805220604,10.110332489013672,1.171027421951294,8.633728211220477,9
DS_LV1_Blogs_LIFESTYLE_17,llm,DS,1,1.2841814756393433,0.08996003121137619,11.557633399963379,1.2744072675704956,9.069026593042441,10
DS_LV1_Blogs_LIFESTYLE_18,llm,DS,1,1.2330894470214844,0.10392061620950699,11.09780502319336,1.279410481452942,8.674155155107309,10
DS_LV1_Blogs_LIFESTYLE_19,llm,DS,1,1.186881184577942,0.22083689272403717,10.681930541992188,1.2568776607513428,8.498783036374986,10
DS_LV1_Blogs_LIFESTYLE_20,llm,DS,1,1.2645533084869385,0.08738580346107483,11.380979537963867,1.0265527963638306,11.086599323752875,10
DS_LV1_Blogs_LIFESTYLE_21,llm,DS,1,1.2573943138122559,0.10855741053819656,11.316549301147461,1.1632378101348877,9.72849163133307,10
DS_LV1_Blogs_LIFESTYLE_22,llm,DS,1,1.2955843210220337,0.053528353571891785,11.660259246826172,1.182356595993042,9.861880321336484,10
DS_LV1_Blogs_LIFESTYLE_23,llm,DS,1,1.3193333148956299,0.09287119656801224,11.87399959564209,1.2687469720840454,9.35883975048062,10
DS_LV1_Blogs_LIFESTYLE_24,llm,DS,1,1.2638001441955566,0.07234117388725281,11.374201774597168,1.2585852146148682,9.037291748320527,10
DS_LV1_Blogs_LIFESTYLE_25,llm,DS,1,1.2655282020568848,0.06688883155584335,11.389754295349121,1.322962999343872,8.609276526250476,10
DS_LV1_Blogs_LIFESTYLE_26,llm,DS,1,1.3232429027557373,0.07178910821676254,10.585943222045898,1.3238575458526611,7.996285744798755,9
DS_LV1_Blogs_LIFESTYLE_27,llm,DS,1,1.274918556213379,0.06869817525148392,11.47426700592041,1.3643848896026611,8.409846146318705,10
DS_LV1_Blogs_LIFESTYLE_28,llm,DS,1,1.35496985912323,0.08414867520332336,12.19472885131836,1.2957154512405396,9.411579401667954,10
DS_LV1_Blogs_LIFESTYLE_29,llm,DS,1,1.2346853017807007,0.04132083058357239,11.112167358398438,1.2013144493103027,9.250007243963596,10
DS_LV1_Blogs_LIFESTYLE_30,llm,DS,1,1.2636369466781616,0.08334764838218689,11.372732162475586,1.243637204170227,9.144734593288112,10
DS_LV1_Blogs_LIFESTYLE_31,llm,DS,1,1.2751002311706543,0.06615962088108063,11.475902557373047,1.2388862371444702,9.263080187107452,10
DS_LV1_Blogs_LIFESTYLE_32,llm,DS,1,1.268744945526123,0.1059248074889183,11.418704986572266,1.4585330486297607,7.828896984747605,10
DS_LV1_Blogs_LIFESTYLE_33,llm,DS,1,1.290900707244873,0.08005490154027939,11.618106842041016,1.3517879247665405,8.594622447191568,10
DS_LV1_Blogs_LIFESTYLE_34,llm,DS,1,1.3194243907928467,0.09138631075620651,11.8748197555542,1.380010724067688,8.604874982820606,10
DS_LV1_Blogs_LIFESTYLE_35,llm,DS,1,1.2207884788513184,0.17055372893810272,10.987096786499023,1.3188124895095825,8.331053029824368,10
DS_LV1_Blogs_LIFESTYLE_36,llm,DS,1,1.2392232418060303,0.09087443351745605,11.153009414672852,1.131126880645752,9.860086967702227,10
