filename,path,label,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
TECHNOLOGY_2022_46_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_46_01.txt,human,0.43347132205963135,0.4093656837940216,0.2734239399433136,0.4782516062259674,0.6234184503555298
TECHNOLOGY_2022_25_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_25_01.txt,human,0.4771866798400879,0.4581763446331024,0.3341350853443146,0.5256056189537048,0.6247195601463318
TECHNOLOGY_2022_29_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_29_01.txt,human,0.46477052569389343,0.4542786478996277,0.29441630840301514,0.49676239490509033,0.6290233135223389
TECHNOLOGY_2022_37_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_37_01.txt,human,0.44837066531181335,0.4354729652404785,0.30776169896125793,0.49178415536880493,0.646682858467102
TECHNOLOGY_2022_01_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_01_01.txt,human,0.44993770122528076,0.4478200376033783,0.3249358534812927,0.5295416712760925,0.6182172894477844
TECHNOLOGY_2022_13_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_13_01.txt,human,0.43841853737831116,0.4339187741279602,0.35891467332839966,0.5194830298423767,0.6664980053901672
TECHNOLOGY_2022_46_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_46_02.txt,human,0.47558024525642395,0.49640917778015137,0.3811565041542053,0.5589092373847961,0.5980803370475769
TECHNOLOGY_2022_25_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_25_02.txt,human,0.4840015172958374,0.46009135246276855,0.30055782198905945,0.4842199981212616,0.6287247538566589
TECHNOLOGY_2022_29_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_29_02.txt,human,0.4572095274925232,0.45514658093452454,0.3163182735443115,0.532478928565979,0.6287216544151306
TECHNOLOGY_2022_37_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_37_02.txt,human,0.47862523794174194,0.4729476273059845,0.36577659845352173,0.5226083397865295,0.6332403421401978
TECHNOLOGY_2022_01_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_01_02.txt,human,0.4571019113063812,0.44251593947410583,0.2862502932548523,0.5047346949577332,0.6385685205459595
TECHNOLOGY_2022_13_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_13_02.txt,human,0.4765692353248596,0.47148051857948303,0.32913893461227417,0.5137706995010376,0.6275659203529358
TECHNOLOGY_2022_35_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_35_02.txt,human,0.47878536581993103,0.47687846422195435,0.34597504138946533,0.5367029309272766,0.6148313879966736
TECHNOLOGY_2022_48_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_48_02.txt,human,0.4804951250553131,0.4625209867954254,0.36747387051582336,0.5555655360221863,0.6310492157936096
TECHNOLOGY_2022_27_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_27_02.txt,human,0.45558613538742065,0.4529383182525635,0.32315748929977417,0.5069047808647156,0.6287548542022705
TECHNOLOGY_2022_39_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_39_02.txt,human,0.4433647394180298,0.4478760361671448,0.3271057903766632,0.4893457889556885,0.636323869228363
TECHNOLOGY_2022_44_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_44_02.txt,human,0.4664774537086487,0.4407693147659302,0.2834472358226776,0.48609569668769836,0.639825165271759
TECHNOLOGY_2022_11_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_11_02.txt,human,0.49986597895622253,0.4939592778682709,0.35196027159690857,0.5740570425987244,0.61163330078125
TECHNOLOGY_2022_03_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_03_02.txt,human,0.44781726598739624,0.4369262456893921,0.2911328971385956,0.4857141673564911,0.6326121687889099
TECHNOLOGY_2022_35_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_35_01.txt,human,0.46575039625167847,0.42931345105171204,0.29262784123420715,0.47770431637763977,0.6315147876739502
TECHNOLOGY_2022_48_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_48_01.txt,human,0.46491539478302,0.45636284351348877,0.3374449610710144,0.5344548225402832,0.6278480887413025
TECHNOLOGY_2022_27_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_27_01.txt,human,0.469756543636322,0.47175469994544983,0.33610403537750244,0.5190646052360535,0.636350691318512
TECHNOLOGY_2022_39_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_39_01.txt,human,0.44785261154174805,0.43110015988349915,0.2909936010837555,0.48268046975135803,0.6392990350723267
TECHNOLOGY_2022_44_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_44_01.txt,human,0.44247129559516907,0.4306855797767639,0.32772520184516907,0.5216401219367981,0.6482940912246704
TECHNOLOGY_2022_11_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_11_01.txt,human,0.4201006293296814,0.43138545751571655,0.30730006098747253,0.5160295367240906,0.6269962787628174
TECHNOLOGY_2022_03_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_03_01.txt,human,0.4493098556995392,0.43437957763671875,0.28734496235847473,0.48246192932128906,0.6331640481948853
TECHNOLOGY_2022_07_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_07_02.txt,human,0.4454931616783142,0.4346292018890381,0.3019759953022003,0.532041072845459,0.6581810712814331
TECHNOLOGY_2022_19_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_19_02.txt,human,0.46406951546669006,0.4316312372684479,0.29639333486557007,0.4940175712108612,0.6464918255805969
TECHNOLOGY_2022_15_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_15_02.txt,human,0.46216922998428345,0.4583503007888794,0.31244999170303345,0.5073840618133545,0.6398157477378845
TECHNOLOGY_2022_23_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_23_02.txt,human,0.4772450029850006,0.47261351346969604,0.3218982219696045,0.5182009339332581,0.6242261528968811
TECHNOLOGY_2022_40_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_40_02.txt,human,0.4406411051750183,0.4384537637233734,0.2922298014163971,0.5014631152153015,0.6422239542007446
TECHNOLOGY_2022_31_02.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_31_02.txt,human,0.46405118703842163,0.4484960734844208,0.3095610439777374,0.48945894837379456,0.6306329965591431
TECHNOLOGY_2022_07_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_07_01.txt,human,0.4577963948249817,0.42796745896339417,0.28376585245132446,0.4724409580230713,0.6446418762207031
TECHNOLOGY_2022_19_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_19_01.txt,human,0.47366324067115784,0.44163084030151367,0.35519713163375854,0.5186547040939331,0.6328075528144836
TECHNOLOGY_2022_15_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_15_01.txt,human,0.46427634358406067,0.45065706968307495,0.30594995617866516,0.4959390163421631,0.6388371586799622
TECHNOLOGY_2022_23_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_23_01.txt,human,0.47124603390693665,0.4525512158870697,0.33336159586906433,0.5328620672225952,0.62168949842453
TECHNOLOGY_2022_40_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_40_01.txt,human,0.4747411012649536,0.44807368516921997,0.308794766664505,0.48503273725509644,0.6372776031494141
TECHNOLOGY_2022_31_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_31_01.txt,human,0.4512730836868286,0.4270039200782776,0.28707805275917053,0.5313138961791992,0.6380573511123657
TECHNOLOGY_2022_09_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_09_01.txt,human,0.44574809074401855,0.43427878618240356,0.2859176695346832,0.5046581029891968,0.6359296441078186
TECHNOLOGY_2022_17_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_17_01.txt,human,0.454738587141037,0.4361572861671448,0.283351868391037,0.48732972145080566,0.6434568762779236
TECHNOLOGY_2022_05_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_05_01.txt,human,0.448517769575119,0.4201319217681885,0.2673458755016327,0.4845474660396576,0.6294521689414978
TECHNOLOGY_2022_50_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_50_01.txt,human,0.44891491532325745,0.43291929364204407,0.2696733772754669,0.4852334260940552,0.6363065242767334
TECHNOLOGY_2022_33_01.txt,Datasets/Human/Blogs/TECHNOLOGY/2022/TECHNOLOGY_2022_33_01.txt,human,0.4662885367870331,0.44667649269104004,0.31763142347335815,0.5250441431999207,0.6231590509414673
